From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Pathway	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs
P33908	P33908	reviewed	MA1A1_HUMAN	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)	MAN1A1	Homo sapiens (Human)	653	PATHWAY: Protein modification; protein glycosylation. {ECO:0000250|UniProtKB:P32906}.	carbohydrate metabolic process [GO:0005975]; ERAD pathway [GO:0036503]; Golgi apparatus mannose trimming [GO:1904381]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; protein glycosylation [GO:0006486]; protein targeting to ER [GO:0045047]	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; mannosidase activity [GO:0015923]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; carbohydrate metabolic process [GO:0005975]; ERAD pathway [GO:0036503]; Golgi apparatus mannose trimming [GO:1904381]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; protein glycosylation [GO:0006486]; protein targeting to ER [GO:0045047]	GO:0000139; GO:0004571; GO:0005509; GO:0005783; GO:0005793; GO:0005794; GO:0005829; GO:0005975; GO:0006486; GO:0015923; GO:0016020; GO:0031410; GO:0036503; GO:0045047; GO:0070062; GO:1904381; GO:1904382
P34096	P34096	reviewed	RNAS4_HUMAN	Ribonuclease 4 (RNase 4) (EC 3.1.27.-)	RNASE4 RNS4	Homo sapiens (Human)	147		antibacterial humoral response [GO:0019731]; defense response to Gram-positive bacterium [GO:0050830]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleic acid binding [GO:0003676]; ribonuclease A activity [GO:0004522]; RNA nuclease activity [GO:0004540]; antibacterial humoral response [GO:0019731]; defense response to Gram-positive bacterium [GO:0050830]	GO:0003676; GO:0004522; GO:0004540; GO:0005576; GO:0005615; GO:0019731; GO:0050830
P35052	P35052	reviewed	GPC1_HUMAN	Glypican-1 [Cleaved into: Secreted glypican-1]	GPC1	Homo sapiens (Human)	558		cell migration [GO:0016477]; heparan sulfate proteoglycan catabolic process [GO:0030200]; myelin assembly [GO:0032288]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of skeletal muscle cell differentiation [GO:2001016]; regulation of protein localization to membrane [GO:1905475]; Schwann cell differentiation [GO:0014037]	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; synapse [GO:0045202]; copper ion binding [GO:0005507]; fibroblast growth factor binding [GO:0017134]; laminin binding [GO:0043236]; cell migration [GO:0016477]; heparan sulfate proteoglycan catabolic process [GO:0030200]; myelin assembly [GO:0032288]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; positive regulation of skeletal muscle cell differentiation [GO:2001016]; regulation of protein localization to membrane [GO:1905475]; Schwann cell differentiation [GO:0014037]	GO:0005507; GO:0005576; GO:0005615; GO:0005654; GO:0005768; GO:0005796; GO:0005829; GO:0005886; GO:0009986; GO:0014037; GO:0016477; GO:0017134; GO:0030200; GO:0031012; GO:0032288; GO:0040037; GO:0043202; GO:0043236; GO:0045121; GO:0045202; GO:0062023; GO:0070062; GO:0098552; GO:1905475; GO:2001016
P35237	P35237	reviewed	SPB6_HUMAN	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	SERPINB6 PI6 PTI	Homo sapiens (Human)	376		cellular response to osmotic stress [GO:0071470]; negative regulation of endopeptidase activity [GO:0010951]; sensory perception of sound [GO:0007605]	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; serine protease inhibitor complex [GO:0097180]; tertiary granule membrane [GO:0070821]; protease binding [GO:0002020]; serine-type endopeptidase inhibitor activity [GO:0004867]; cellular response to osmotic stress [GO:0071470]; negative regulation of endopeptidase activity [GO:0010951]; sensory perception of sound [GO:0007605]	GO:0002020; GO:0004867; GO:0005576; GO:0005615; GO:0005737; GO:0005829; GO:0005886; GO:0007605; GO:0010951; GO:0030667; GO:0062023; GO:0070062; GO:0070821; GO:0071470; GO:0097180; GO:0101003
P35858	P35858	reviewed	ALS_HUMAN	Insulin-like growth factor-binding protein complex acid labile subunit (ALS)	IGFALS ALS	Homo sapiens (Human)	605		cell adhesion [GO:0007155]; signal transduction [GO:0007165]	extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; insulin-like growth factor ternary complex [GO:0042567]; insulin-like growth factor binding [GO:0005520]; cell adhesion [GO:0007155]; signal transduction [GO:0007165]	GO:0005520; GO:0005576; GO:0005615; GO:0007155; GO:0007165; GO:0031012; GO:0042567; GO:0070062
P36222	P36222	reviewed	CH3L1_HUMAN	Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40)	CHI3L1	Homo sapiens (Human)	383		activation of NF-kappaB-inducing kinase activity [GO:0007250]; apoptotic process [GO:0006915]; carbohydrate metabolic process [GO:0005975]; cartilage development [GO:0051216]; cellular response to tumor necrosis factor [GO:0071356]; chitin catabolic process [GO:0006032]; inflammatory response [GO:0006954]; lung development [GO:0030324]; positive regulation of angiogenesis [GO:0045766]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; response to interleukin-1 [GO:0070555]; response to interleukin-6 [GO:0070741]; response to mechanical stimulus [GO:0009612]; response to tumor necrosis factor [GO:0034612]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]; specific granule lumen [GO:0035580]; carbohydrate binding [GO:0030246]; chitin binding [GO:0008061]; extracellular matrix structural constituent [GO:0005201]; activation of NF-kappaB-inducing kinase activity [GO:0007250]; apoptotic process [GO:0006915]; carbohydrate metabolic process [GO:0005975]; cartilage development [GO:0051216]; cellular response to tumor necrosis factor [GO:0071356]; chitin catabolic process [GO:0006032]; inflammatory response [GO:0006954]; lung development [GO:0030324]; positive regulation of angiogenesis [GO:0045766]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; response to interleukin-1 [GO:0070555]; response to interleukin-6 [GO:0070741]; response to mechanical stimulus [GO:0009612]; response to tumor necrosis factor [GO:0034612]	GO:0005201; GO:0005576; GO:0005615; GO:0005737; GO:0005783; GO:0005975; GO:0006032; GO:0006915; GO:0006954; GO:0007250; GO:0008061; GO:0009612; GO:0010800; GO:0030246; GO:0030324; GO:0031012; GO:0032757; GO:0034612; GO:0035580; GO:0045766; GO:0048471; GO:0051216; GO:0051897; GO:0070062; GO:0070374; GO:0070555; GO:0070741; GO:0071356
P36955	P36955	reviewed	PEDF_HUMAN	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	SERPINF1 PEDF PIG35	Homo sapiens (Human)	418		cellular response to cobalt ion [GO:0071279]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to retinoic acid [GO:0071300]; epithelial cell proliferation involved in prostate gland development [GO:0060767]; kidney development [GO:0001822]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of epithelial cell proliferation involved in prostate gland development [GO:0060770]; negative regulation of gene expression [GO:0010629]; ovulation cycle [GO:0042698]; positive regulation of neurogenesis [GO:0050769]; positive regulation of neuron projection development [GO:0010976]; response to acidic pH [GO:0010447]; response to arsenic-containing substance [GO:0046685]; response to peptide [GO:1901652]; retina development in camera-type eye [GO:0060041]; short-term memory [GO:0007614]	axon hillock [GO:0043203]; basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; melanosome [GO:0042470]; perinuclear region of cytoplasm [GO:0048471]; serine-type endopeptidase inhibitor activity [GO:0004867]; cellular response to cobalt ion [GO:0071279]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to retinoic acid [GO:0071300]; epithelial cell proliferation involved in prostate gland development [GO:0060767]; kidney development [GO:0001822]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of epithelial cell proliferation involved in prostate gland development [GO:0060770]; negative regulation of gene expression [GO:0010629]; ovulation cycle [GO:0042698]; positive regulation of neurogenesis [GO:0050769]; positive regulation of neuron projection development [GO:0010976]; response to acidic pH [GO:0010447]; response to arsenic-containing substance [GO:0046685]; response to peptide [GO:1901652]; retina development in camera-type eye [GO:0060041]; short-term memory [GO:0007614]	GO:0001822; GO:0004867; GO:0005576; GO:0005604; GO:0005615; GO:0007614; GO:0010447; GO:0010596; GO:0010629; GO:0010976; GO:0016525; GO:0042470; GO:0042698; GO:0043203; GO:0046685; GO:0048471; GO:0050769; GO:0060041; GO:0060767; GO:0060770; GO:0062023; GO:0070062; GO:0071279; GO:0071300; GO:0071333; GO:0071549; GO:1901652
P37837	P37837	reviewed	TALDO_HUMAN	Transaldolase (EC 2.2.1.2)	TALDO1 TAL TALDO TALDOR	Homo sapiens (Human)	337	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-glyceraldehyde 3-phosphate and beta-D-fructose 6-phosphate from D-ribose 5-phosphate and D-xylulose 5-phosphate (non-oxidative stage): step 2/3. {ECO:0000250|UniProtKB:Q93092}.	carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; monosaccharide binding [GO:0048029]; transaldolase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]	GO:0004801; GO:0005634; GO:0005737; GO:0005829; GO:0005975; GO:0006002; GO:0009052; GO:0048029; GO:0070062
P39059	P39059	reviewed	COFA1_HUMAN	Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)]	COL15A1	Homo sapiens (Human)	1388		angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; extracellular matrix organization [GO:0030198]; signal transduction [GO:0007165]	basement membrane [GO:0005604]; collagen type XV trimer [GO:0005582]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; extracellular matrix organization [GO:0030198]; signal transduction [GO:0007165]	GO:0001525; GO:0005576; GO:0005582; GO:0005604; GO:0005615; GO:0005788; GO:0007155; GO:0007165; GO:0016020; GO:0030020; GO:0030154; GO:0030198; GO:0062023; GO:0070062
P39060	P39060	reviewed	COIA1_HUMAN	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]	COL18A1	Homo sapiens (Human)	1754		angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; collagen fibril organization [GO:0030199]; endothelial cell morphogenesis [GO:0001886]; negative regulation of cell population proliferation [GO:0008285]; notochord development [GO:0030903]; response to hydrostatic pressure [GO:0051599]; response to xenobiotic stimulus [GO:0009410]; skeletal system development [GO:0001501]; visual perception [GO:0007601]	basement membrane [GO:0005604]; collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; metal ion binding [GO:0046872]; angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; collagen fibril organization [GO:0030199]; endothelial cell morphogenesis [GO:0001886]; negative regulation of cell population proliferation [GO:0008285]; notochord development [GO:0030903]; response to hydrostatic pressure [GO:0051599]; response to xenobiotic stimulus [GO:0009410]; skeletal system development [GO:0001501]; visual perception [GO:0007601]	GO:0001501; GO:0001525; GO:0001886; GO:0005576; GO:0005581; GO:0005604; GO:0005615; GO:0005788; GO:0007155; GO:0007601; GO:0008285; GO:0009410; GO:0009887; GO:0030020; GO:0030199; GO:0030903; GO:0046872; GO:0051599; GO:0062023; GO:0070062
P40189	P40189	reviewed	IL6RB_HUMAN	Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130)	IL6ST	Homo sapiens (Human)	918		ciliary neurotrophic factor-mediated signaling pathway [GO:0070120]; cytokine-mediated signaling pathway [GO:0019221]; glycogen metabolic process [GO:0005977]; interleukin-11-mediated signaling pathway [GO:0038154]; interleukin-27-mediated signaling pathway [GO:0070106]; interleukin-6-mediated signaling pathway [GO:0070102]; intestinal epithelial cell development [GO:0060576]; leukemia inhibitory factor signaling pathway [GO:0048861]; negative regulation of apoptotic process [GO:0043066]; negative regulation of interleukin-6-mediated signaling pathway [GO:0070104]; negative regulation of neuron apoptotic process [GO:0043524]; oncostatin-M-mediated signaling pathway [GO:0038165]; positive regulation of acute inflammatory response [GO:0002675]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of astrocyte differentiation [GO:0048711]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of platelet aggregation [GO:1901731]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of vascular endothelial growth factor production [GO:0010575]; response to cytokine [GO:0034097]; T-helper 17 cell lineage commitment [GO:0072540]	ciliary neurotrophic factor receptor complex [GO:0070110]; dendrite [GO:0030425]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; interleukin-6 receptor complex [GO:0005896]; membrane [GO:0016020]; membrane raft [GO:0045121]; neuronal cell body [GO:0043025]; oncostatin-M receptor complex [GO:0005900]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ciliary neurotrophic factor receptor activity [GO:0004897]; ciliary neurotrophic factor receptor binding [GO:0005127]; coreceptor activity [GO:0015026]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; growth factor binding [GO:0019838]; identical protein binding [GO:0042802]; interleukin-11 binding [GO:0019970]; interleukin-11 receptor activity [GO:0004921]; interleukin-27 receptor activity [GO:0045509]; protein tyrosine kinase activator activity [GO:0030296]; scaffold protein binding [GO:0097110]; ciliary neurotrophic factor-mediated signaling pathway [GO:0070120]; cytokine-mediated signaling pathway [GO:0019221]; glycogen metabolic process [GO:0005977]; interleukin-11-mediated signaling pathway [GO:0038154]; interleukin-27-mediated signaling pathway [GO:0070106]; interleukin-6-mediated signaling pathway [GO:0070102]; intestinal epithelial cell development [GO:0060576]; leukemia inhibitory factor signaling pathway [GO:0048861]; negative regulation of apoptotic process [GO:0043066]; negative regulation of interleukin-6-mediated signaling pathway [GO:0070104]; negative regulation of neuron apoptotic process [GO:0043524]; oncostatin-M-mediated signaling pathway [GO:0038165]; positive regulation of acute inflammatory response [GO:0002675]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of astrocyte differentiation [GO:0048711]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of platelet aggregation [GO:1901731]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; positive regulation of vascular endothelial growth factor production [GO:0010575]; response to cytokine [GO:0034097]; T-helper 17 cell lineage commitment [GO:0072540]	GO:0002675; GO:0002821; GO:0004896; GO:0004897; GO:0004921; GO:0005127; GO:0005576; GO:0005615; GO:0005886; GO:0005896; GO:0005900; GO:0005977; GO:0008284; GO:0009897; GO:0010575; GO:0010613; GO:0015026; GO:0016020; GO:0019221; GO:0019838; GO:0019955; GO:0019970; GO:0030296; GO:0030425; GO:0034097; GO:0038154; GO:0038165; GO:0042102; GO:0042531; GO:0042802; GO:0043025; GO:0043066; GO:0043235; GO:0043524; GO:0045121; GO:0045509; GO:0045669; GO:0045747; GO:0048711; GO:0048861; GO:0060576; GO:0070062; GO:0070102; GO:0070104; GO:0070106; GO:0070110; GO:0070120; GO:0072540; GO:0097110; GO:1901731
P40925	P40925	reviewed	MDHC_HUMAN	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)	MDH1 MDHA	Homo sapiens (Human)	334		malate metabolic process [GO:0006108]; malate-aspartate shuttle [GO:0043490]; NADH metabolic process [GO:0006734]; NADP metabolic process [GO:0006739]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; diiodophenylpyruvate reductase activity [GO:0047860]; hydroxyphenylpyruvate reductase activity [GO:0047995]; L-malate dehydrogenase activity [GO:0030060]; malic enzyme activity [GO:0004470]; malate metabolic process [GO:0006108]; malate-aspartate shuttle [GO:0043490]; NADH metabolic process [GO:0006734]; NADP metabolic process [GO:0006739]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099]	GO:0004470; GO:0005615; GO:0005737; GO:0005813; GO:0005829; GO:0006099; GO:0006107; GO:0006108; GO:0006734; GO:0006739; GO:0030060; GO:0043490; GO:0047860; GO:0047995; GO:0070062
P41222	P41222	reviewed	PTGDS_HUMAN	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	PTGDS PDS	Homo sapiens (Human)	190		cyclooxygenase pathway [GO:0019371]; gene expression [GO:0010467]; mast cell degranulation [GO:0043303]; negative regulation of male germ cell proliferation [GO:2000255]; prostaglandin biosynthetic process [GO:0001516]; regulation of circadian sleep/wake cycle, sleep [GO:0045187]; response to glucocorticoid [GO:0051384]	endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; nuclear membrane [GO:0031965]; perinuclear region of cytoplasm [GO:0048471]; rough endoplasmic reticulum [GO:0005791]; fatty acid binding [GO:0005504]; prostaglandin-D synthase activity [GO:0004667]; retinoid binding [GO:0005501]; cyclooxygenase pathway [GO:0019371]; gene expression [GO:0010467]; mast cell degranulation [GO:0043303]; negative regulation of male germ cell proliferation [GO:2000255]; prostaglandin biosynthetic process [GO:0001516]; regulation of circadian sleep/wake cycle, sleep [GO:0045187]; response to glucocorticoid [GO:0051384]	GO:0001516; GO:0004667; GO:0005501; GO:0005504; GO:0005576; GO:0005615; GO:0005789; GO:0005791; GO:0005794; GO:0010467; GO:0019371; GO:0031965; GO:0043303; GO:0045187; GO:0048471; GO:0051384; GO:0070062; GO:2000255
P42658	P42658	reviewed	DPP6_HUMAN	A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	DPP6	Homo sapiens (Human)	865		protein localization to plasma membrane [GO:0072659]; proteolysis [GO:0006508]; regulation of potassium ion transmembrane transport [GO:1901379]	membrane [GO:0016020]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]; potassium channel regulator activity [GO:0015459]; serine-type peptidase activity [GO:0008236]; protein localization to plasma membrane [GO:0072659]; proteolysis [GO:0006508]; regulation of potassium ion transmembrane transport [GO:1901379]	GO:0005886; GO:0006508; GO:0008076; GO:0008236; GO:0015459; GO:0016020; GO:0072659; GO:1901379
P42785	P42785	reviewed	PCP_HUMAN	Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	PRCP PCP	Homo sapiens (Human)	496		angiogenesis involved in wound healing [GO:0060055]; energy homeostasis [GO:0097009]; glucose homeostasis [GO:0042593]; negative regulation of systemic arterial blood pressure [GO:0003085]; plasma kallikrein-kinin cascade [GO:0002353]; proteolysis [GO:0006508]; regulation of blood vessel endothelial cell migration [GO:0043535]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]	azurophil granule membrane [GO:0035577]; basal part of cell [GO:0045178]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; dipeptidyl-peptidase activity [GO:0008239]; serine-type carboxypeptidase activity [GO:0004185]; angiogenesis involved in wound healing [GO:0060055]; energy homeostasis [GO:0097009]; glucose homeostasis [GO:0042593]; negative regulation of systemic arterial blood pressure [GO:0003085]; plasma kallikrein-kinin cascade [GO:0002353]; proteolysis [GO:0006508]; regulation of blood vessel endothelial cell migration [GO:0043535]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of thyroid hormone mediated signaling pathway [GO:0002155]	GO:0002155; GO:0002353; GO:0003085; GO:0004185; GO:0005886; GO:0006508; GO:0008239; GO:0035577; GO:0042593; GO:0043231; GO:0043535; GO:0045178; GO:0060055; GO:0070062; GO:0097009; GO:0101003; GO:2000377
P42857	P42857	reviewed	NSG1_HUMAN	Neuronal vesicle trafficking-associated protein 1 (Neuron-enriched endosomal protein of 21 kDa) (Neuron-specific protein family member 1)	NSG1 D4S234 NEEP21	Homo sapiens (Human)	185		amyloid precursor protein metabolic process [GO:0042982]; apoptotic process [GO:0006915]; clathrin coat assembly [GO:0048268]; endosomal transport [GO:0016197]; G protein-coupled dopamine receptor signaling pathway [GO:0007212]; neurotransmitter receptor cycle [GO:0099627]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; positive regulation of receptor recycling [GO:0001921]; postsynaptic neurotransmitter receptor cycle [GO:0099630]; receptor recycling [GO:0001881]; regulation of long-term synaptic potentiation [GO:1900271]; spontaneous synaptic transmission [GO:0098814]; vesicle-mediated transport in synapse [GO:0099003]	cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; Golgi cisterna membrane [GO:0032580]; late endosome [GO:0005770]; lateral plasma membrane [GO:0016328]; lysosomal lumen [GO:0043202]; membrane [GO:0016020]; multivesicular body membrane [GO:0032585]; nucleus [GO:0005634]; postsynaptic endosome [GO:0098845]; postsynaptic membrane [GO:0045211]; recycling endosome membrane [GO:0055038]; somatodendritic compartment [GO:0036477]; trans-Golgi network membrane [GO:0032588]; clathrin light chain binding [GO:0032051]; ionotropic glutamate receptor binding [GO:0035255]; amyloid precursor protein metabolic process [GO:0042982]; apoptotic process [GO:0006915]; clathrin coat assembly [GO:0048268]; endosomal transport [GO:0016197]; G protein-coupled dopamine receptor signaling pathway [GO:0007212]; neurotransmitter receptor cycle [GO:0099627]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; positive regulation of receptor recycling [GO:0001921]; postsynaptic neurotransmitter receptor cycle [GO:0099630]; receptor recycling [GO:0001881]; regulation of long-term synaptic potentiation [GO:1900271]; spontaneous synaptic transmission [GO:0098814]; vesicle-mediated transport in synapse [GO:0099003]	GO:0001881; GO:0001921; GO:0005634; GO:0005737; GO:0005768; GO:0005770; GO:0005783; GO:0005789; GO:0006915; GO:0007212; GO:0016020; GO:0016197; GO:0016328; GO:0030425; GO:0031901; GO:0032051; GO:0032580; GO:0032585; GO:0032588; GO:0035255; GO:0036477; GO:0042982; GO:0043202; GO:0045211; GO:0048268; GO:0055038; GO:0098814; GO:0098845; GO:0098887; GO:0098978; GO:0099003; GO:0099627; GO:0099630; GO:1900271
P43121	P43121	reviewed	MUC18_HUMAN	Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146)	MCAM MUC18	Homo sapiens (Human)	646		anatomical structure morphogenesis [GO:0009653]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; glomerular filtration [GO:0003094]; positive regulation of cell migration [GO:0030335]; vascular wound healing [GO:0061042]	external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; anatomical structure morphogenesis [GO:0009653]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; glomerular filtration [GO:0003094]; positive regulation of cell migration [GO:0030335]; vascular wound healing [GO:0061042]	GO:0001525; GO:0003094; GO:0005576; GO:0005615; GO:0005886; GO:0005925; GO:0007155; GO:0009653; GO:0009897; GO:0030335; GO:0061042
